"Date","BTC.USD","SOL.USD","BCH.USD","MATIC.USD","ALGO.USD","LINK.USD","ETH.USD","LTC.USD","ADA.USD","AVAX.USD"
"2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-24",120.592962193657,-56.5103113433555,36.9223440074468,-13.2933059461737,6.61191829858919,17.9066067585389,75.0672362933502,147.703720455945,84.603402683024,-32.1431817071972
"2020-12-25",130.669075822901,-54.6698375343253,46.9485072431691,-13.1881332915491,-2.439761882264,7.79845592027309,77.8649869835664,175.5343056206,62.697093293407,-37.2976430300498
"2020-12-26",145.909373280231,-57.755551323363,45.3839067920381,1.93364327979712,-5.20467173148884,6.0262574892481,78.8627575936453,180.281915211576,65.1500565066343,-35.7102904026635
"2020-12-27",143.82030395078,-58.6722517061023,47.7964136993839,-2.32173356105891,1.68334183023196,12.6345797412592,90.9817550799025,176.659321742438,52.4598418355761,-37.1713678155353
"2020-12-28",152.900913344531,-48.7368932294961,60.1083738639501,-0.0688340569734148,8.49797616473318,22.207481682495,105.653374130937,186.735283347188,75.5639881987146,-29.9031369602809
"2020-12-29",152.312994465872,-43.1738308659997,54.2028673610941,-6.2312579415502,2.88258492799485,16.3727768695571,103.337074512035,181.769627161096,89.9210326049357,-29.4062131075168
"2020-12-30",167.429891320072,-47.0143995119184,57.3679651846329,-10.0133975090557,-2.94118497820434,14.2354594004188,108.819084902837,179.193452179422,82.106033919772,-32.3914887198424
"2020-12-31",168.920620691115,-47.8618822889592,50.457889104228,-12.5043417853421,-3.37594117630043,14.407651445863,104.98076909752,168.894537717812,79.4908076230433,-27.4592103820295
"2021-01-01",176.607040877642,-35.61461125162,50.3767709503689,-6.15384615384615,19.0965356530687,23.0328692355002,106.782375340942,172.556226415762,79.1753946763399,-11.7142003666507
"2021-01-02",203.775952248034,-31.4844580312199,61.1658194513948,4.21957092819615,28.6886460747678,32.4718459831507,123.69956806878,204.836985366366,90.9396153721979,-11.0058271176393
"2021-01-03",210.74984125564,-15.1356552400716,92.7179757034723,7.68194070080862,34.6923625890479,46.7051670628373,181.513849787847,251.435617728947,119.45018359329,-13.6440176444553
"2021-01-04",199.654766629845,-1.228062853861,84.2596806453085,32.3191054725298,40.0267498316165,44.2976381485841,195.035439574239,231.279640153181,133.281438120148,-9.36270388855649
"2021-01-05",214.938936226458,-18.8297228673216,89.0418898422408,29.8604108062205,50.8245457290985,51.0839226854777,210.77412396107,242.070168194501,164.817928319528,6.52063086661203
"2021-01-06",247.255305133185,-11.3513153360138,106.552737409258,104.689775706379,77.7856204059777,95.4063617119962,254.183104514412,267.543699778089,257.617877769158,30.6049652057944
"2021-01-07",269.023884984198,3.53212065995402,101.353471621912,94.5925227031489,51.4859813695904,78.9711482107872,258.586034341348,263.510945451054,219.808102345416,29.8766862654193
"2021-01-08",273.75214959552,36.1347781601712,88.7914470770174,90.8309283309283,47.9525010166734,60.777974717783,249.006643012845,266.975480734409,217.82698227806,48.4809359167211
"2021-01-09",263.818515519644,33.2901550834121,141.783641280201,96.051246051246,47.028390175167,70.1718350091651,250.413187312575,271.049490274007,226.684326710817,70.4370995713413
"2021-01-10",239.546870822261,44.0557502005328,154.334783012675,76.7362120067414,42.3723434086336,54.3729268594641,240.257946523037,249.777189174642,190.307069745299,63.5703633616071
"2021-01-11",212.42172139899,28.0853119083747,100.103329227324,46.3119574348922,25.5224999322699,34.1973524179557,190.595351773127,174.508160706275,158.561264525334,58.5517785071288
"2021-01-12",193.568969776814,39.6713350072978,87.761292553575,45.7134878525551,15.4649052769108,21.5049294463092,169.112829493743,161.383396944369,160.831197629823,76.2490545186084
"2021-01-13",226.594502742399,46.1086693472936,95.5525124472034,69.9062040908577,31.287282132538,44.8789626398124,196.633466448223,195.193141201097,188.105868518723,88.6522532928525
"2021-01-14",242.861058550401,41.6276864386825,103.111354378271,90.4902814041195,38.7493691792449,62.8100514845546,221.081489016196,205.105900237026,189.286746134561,123.16120553554
"2021-01-15",220.350128013231,43.4040493532577,88.4539447186922,97.8708551483421,54.9411955063024,92.8683582932442,210.467598592867,191.445675534627,183.706100248511,127.264593069699
"2021-01-16",219.534953602064,60.3739393482604,96.1373517620019,101.612010090445,73.4299484615333,90.3884533713764,236.821383486055,202.48842620622,238.68004305043,218.722478517404
"2021-01-17",215.116722151818,73.4065053684572,94.3690890364856,103.20152908852,86.8928574857044,117.476843985519,233.510227422752,202.696975691381,257.999698409108,214.648610143591
"2021-01-18",218.983957767149,71.4118035449203,104.319639935548,113.495588322378,78.9994245204865,102.525909836975,232.425714401174,219.499249730337,245.874771855328,208.585584959605
"2021-01-19",207.185238414494,76.9545401539299,103.850140788078,100.64177722925,72.8486617490705,90.6444375917841,262.507716833954,219.107878005148,239.66432639841,191.096683686759
"2021-01-20",198.311100823712,97.1532378306027,105.61401719894,120.912231320368,90.0519660428189,121.152718813297,274.461084901233,218.657062739266,266.259488360294,226.4310592733
"2021-01-21",140.380892971395,58.1977784337313,62.306177329947,74.5956174082891,53.0535161198326,70.5223799440368,185.976440774472,145.325081397363,192.134630416153,185.179851834071
"2021-01-22",154.558365380047,71.105456847406,65.6930003009015,79.8322224775914,62.0667455291025,81.1616643640538,198.838316363722,152.954379855838,216.153275693666,194.79821278452
"2021-01-23",147.980092870404,78.7780320249383,59.6305279284013,99.3838028169014,80.4578040823996,103.567488600392,200.412557201178,149.374115305307,219.794047167455,202.132936158791
"2021-01-24",146.33220131503,90.1013584904081,59.9666033988579,87.6208788101566,83.3087706627366,94.0208606211907,237.394519554641,139.404179557293,227.440203562341,197.489557724897
"2021-01-25",148.376646687458,106.996691952095,60.0278113311856,92.1235071366152,84.1256909904086,93.5855821094289,226.0356594491,134.247405457754,223.35003902173,194.328844435991
"2021-01-26",149.095462601743,140.132402552173,64.7702169174976,161.804129935998,106.416660948329,95.9997963891765,244.528660619846,137.471880947194,233.893323763058,192.549122524948
"2021-01-27",122.880176685319,115.794523783908,42.9012500817033,166.278481012658,88.8991291525235,75.970726843868,210.1971078798,112.656293318961,204.472560708763,171.327939667797
"2021-01-28",152.169230504928,156.505775297926,50.9832432464564,157.801935569402,102.348491131408,101.635170290869,242.850789301306,139.470618044626,249.706497469109,195.093008764557
"2021-01-29",155.370486530823,168.358834825353,52.5909183540305,190.242847877783,150.286035605087,102.158526022888,257.490357299649,146.526919857764,265.009016943466,207.834080997809
"2021-01-30",152.976537237958,193.080586344891,58.4788142985021,187.023723939612,160.870180347648,112.586447048927,259.468042860261,147.794078625344,288.371943578704,222.60078095516
"2021-01-31",140.290045050163,176.766664503148,52.7248685657422,178.981123824794,161.051585154186,101.397007835154,240.149790916137,133.081867219186,270.634886519945,270.475730518413
"2021-02-01",144.135610087184,188.25395039504,54.7417102129385,189.763946976678,150.085700626917,97.9749892299571,245.404883464183,137.376461710254,309.414747904722,259.190249232621
"2021-02-02",162.059091645235,257.344010333281,67.2441360907149,200.138807714787,165.148874453071,119.619731423127,295.450105851982,164.796805246295,362.592926212517,272.940452521651
"2021-02-03",168.61133987187,304.748079992409,82.2043152842837,244.703939608398,218.130638851553,141.388554657061,328.508832431133,189.136237337379,372.419033756448,344.229609988397
"2021-02-04",161.26242977167,361.558047915073,74.5197501186248,286.474573504204,196.526374906747,133.934194101228,296.567059131188,166.331338217964,362.467887888098,382.572936975783
"2021-02-05",144.831060253087,375.493482150101,78.9075100378358,306.373822067226,236.734932803675,139.87006614429,315.06553721241,163.89942980305,454.543580015259,433.433754044199
"2021-02-06",152.256920598855,219.312289025678,77.5707214301849,237.907021729318,193.291158928061,106.71052292807,268.985175181667,146.652933131495,475.487832821594,399.98918026458
"2021-02-07",162.262955503557,229.753036963253,75.5467336130474,369.964566108525,227.197540520239,110.850120742788,270.47948600402,155.547444606306,554.216356444629,611.262887082595
"2021-02-08",198.435115794864,265.541004860433,78.6878802081365,352.926596758818,279.223172003873,101.138049950083,285.095009879722,173.882448634958,540.128117350241,770.832003009839
"2021-02-09",203.157769491571,285.319561955427,94.5337303275808,532.390942816937,294.834241424296,120.388140153114,298.059904824817,206.776542788204,567.947780678851,824.721395910305
"2021-02-10",193.757572859168,303.570572249751,92.3311822714344,575.846136074853,259.884093952243,106.557253248615,287.885798499574,212.813709581497,779.276026652805,1442.00466685368
"2021-02-11",205.128941268714,360.278554036336,106.026095290596,644.510028308137,348.348269701297,117.639323029922,285.302378070273,209.999006973533,775.516444108904,1259.51432632027
"2021-02-12",191.864390999975,386.905743553128,122.308098305309,664.394703656999,545.810249699237,146.640819375133,299.894030064037,226.729837975506,785.517340349199,1318.9020697008
"2021-02-13",188.675500473271,332.130323160424,156.077021316784,559.986995330141,496.8632147134,164.603012202535,282.218463415799,245.61148881424,751.311671099999,1084.14019575418
"2021-02-14",203.191863460164,355.859314684906,183.074009859747,502.483433824846,453.778209136017,164.692906711956,292.281805873752,236.233824578864,714.206061304006,1002.01740615943
"2021-02-15",200.490705334926,333.711410440508,195.163593477938,553.696616244457,429.992624153543,168.737828244009,297.666160196477,233.463832854511,756.464175229531,979.475142651941
"2021-02-16",194.326055436043,267.918442994562,182.75905164953,555.629139072848,387.047446716996,153.943398309399,287.238838175496,195.188063165751,737.388470117683,877.655047978613
"2021-02-17",195.538720243406,273.383341332979,180.740481217393,534.226291398214,399.675582965369,143.54472939842,284.80680233549,212.414254953581,712.883211678832,866.972608988853
"2021-02-18",190.270612604161,324.601837610737,185.679496528033,618.095126660036,423.649815688532,138.663308662785,304.069569819077,207.849570239823,759.110175464977,994.120598685244
"2021-02-19",213.677111707559,452.090916226118,192.695684377511,796.479851783233,419.525175668371,154.848852750303,315.614570647553,189.747032668831,776.248276122646,968.415061025574
"2021-02-20",201.265088845337,377.364808112277,163.538554993257,717.465025181869,362.021012510461,142.286948122117,276.567829948901,175.62508784328,849.840136687362,876.494884257419
"2021-02-21",208.653727785821,365.34672708688,134.360474953358,721.18635489422,314.902916008551,122.40744196999,252.256262073622,162.968457004074,727.800970326075,803.280177997409
"2021-02-22",195.08608900364,573.931449591928,119.639140282971,698.513343139315,285.297781368885,118.284807108108,219.314591194661,151.6278204369,659.291931472782,729.80242259
"2021-02-23",165.868568014138,567.795272927112,58.8688424898594,547.379861078297,198.293120269234,68.9516506094883,158.064516494846,98.7155033561916,521.919744642043,577.482850870164
"2021-02-24",160.135671774417,662.917097118256,52.4981349163006,639.674113737075,196.670783364814,79.8048930695332,169.34619989967,103.32686451543,532.297998472851,601.575311357063
"2021-02-25",151.406935320765,508.625861991494,58.8709445032209,727.325663301244,183.958803078132,72.9760012734061,158.583891062347,118.492382162524,595.47698534435,560.316389443347
"2021-02-26",170.192876328804,614.01349527098,79.1101656140517,972.002249718785,221.806489233756,100.290941899649,178.726001158976,140.452140733821,797.523882529053,635.315828115123
"2021-02-27",169.975256580276,610.523701134961,82.5761895811249,1015.69048291443,266.236190653981,110.044467452596,182.123841956704,148.973974562275,839.43046770854,618.63529160236
"2021-02-28",154.764997705072,592.943219327293,66.8949227871123,1120.51733333333,224.876481503365,88.5829599553338,163.093748784035,126.881892267894,693.768470365493,557.282363954451
"2021-03-01",163.953876206027,656.743786899613,73.8594530383888,1243.72396111527,252.18111576318,106.183866728755,166.412954530639,105.1106978988,728.544136219973,665.614343291096
"2021-03-02",151.959569760292,559.871154452513,75.7051090805217,1099.40519292438,216.268023798584,103.835253899841,149.453144127003,100.179400465789,672.959881935203,627.207645994097
"2021-03-03",159.898208561459,572.052270765498,79.1265840497517,976.300105738729,246.953665902601,114.601980247048,155.526320090745,111.591297986849,640.867293498648,613.569717016726
"2021-03-04",159.688644996052,605.728162297213,80.5695368165565,961.920406973663,234.42552254418,117.551259708137,170.818120285467,126.300004092876,652.064543547332,626.675262993825
"2021-03-05",155.438634129343,537.285662738645,72.4766624112106,990.356744704571,206.963600810031,111.60960744211,157.004139215213,117.478794701011,631.845454317709,574.334836462132
"2021-03-06",152.840923431441,603.058650699016,75.0312602025499,988.217862252197,212.636143606293,108.747963760628,174.915574488414,118.99487424717,611.923810482983,592.394007238008
"2021-03-07",166.817821696411,657.860234942302,81.8186452742477,1005.48986926402,233.273643078447,118.242667256022,191.150303540438,128.115095628816,635.331862713294,685.648220892933
"2021-03-08",185.170630850038,716.775552555856,97.7200253911383,1130.45725646123,283.085730994541,160.982269136257,230.684230418976,150.073026033537,693.350505222525,720.740131499684
"2021-03-09",195.485422811671,793.116481702504,102.830590638209,1552.46780522854,285.583461249551,149.333330167121,225.739637819006,163.060696299156,706.641919481659,949.939438418943
"2021-03-10",206.644263542567,804.04821392611,105.593728043753,1517.93933937314,277.102952967236,151.184500443249,221.464228122041,167.964777127712,699.331661901207,842.498247528301
"2021-03-11",220.092072826383,1007.05005243721,112.00055223628,2246.58246656761,273.554451688572,157.932252073866,234.59211601211,179.175723158246,706.595959813265,849.654923688256
"2021-03-12",204.898627595365,876.056400377755,101.414698503016,2219.1448877945,239.55958482333,133.116201225031,211.678555631096,187.887301237878,619.329918316489,739.453385203365
"2021-03-13",219.934495805864,877.913336433602,116.538233613328,2248.93640532626,268.645254785002,130.245166446145,226.404191220966,176.312831505793,616.605180431789,827.906187135195
"2021-03-14",208.11768934831,811.525929760764,101.681730554885,1982.68603133159,261.42987322345,124.434270511297,216.472522898279,161.398542277865,570.38457643425,825.336244688883
"2021-03-15",187.928000713206,705.753147521598,81.6730113869522,1916.31176561137,267.712212267571,116.377354290919,204.010396840369,147.251786235232,569.802663555944,779.344401790574
"2021-03-16",166.557058891338,663.780459498161,69.5991375761656,1820.45898940002,253.153799767616,107.547679975603,184.033861677884,116.662689931666,641.667412539009,889.191372905978
"2021-03-17",158.147231094519,747.12945168512,74.2967369727337,2027.11783943454,289.924606926287,130.262521354768,183.642462170339,104.109355772626,743.312760348171,917.240075967787
"2021-03-18",150.060591034956,737.651577584177,69.3709055034495,1796.85907082868,256.729864382544,118.373107393255,172.269786810901,83.3324620947687,650.967343079497,878.072355540622
"2021-03-19",144.436794813741,751.274232898311,68.1523092412936,1960.76969272345,251.405810552762,121.68293398246,175.690869053305,66.776330346127,690.564250761927,988.449259326616
"2021-03-20",148.383149441786,808.940850972386,54.8531470192144,1895.91571279917,255.99179953098,127.060122230371,183.98255940486,75.122912858741,644.833567918611,937.197630417195
"2021-03-21",152.261610061302,829.506879432394,67.4339091664412,1998.9920132195,261.032410617998,137.180771828217,193.237887251094,87.0644378516403,678.967089403627,959.256222279112
"2021-03-22",129.277540089808,901.102674251788,58.493554092351,1770.35289070042,229.053955777457,114.149261216234,166.412984057393,64.5647704497646,610.642275850146,852.507525740319
"2021-03-23",135.523992511046,1078.14757002618,88.3115716955451,2081.62325703762,285.316353163532,148.493054211715,187.580633754921,84.0496703784283,722.288370456179,880.387631959834
"2021-03-24",122.338972577324,902.731780788134,62.0489155436037,1873.99623397923,229.226265187668,116.439761239602,160.52889980961,59.238397023077,603.153391809423,740.723807839552
"2021-03-25",109.627400136736,801.138644378073,50.2446209507378,1716.08206485771,237.455124231624,122.542547926093,154.682628779975,36.2862543577183,599.127973394938,779.875385401613
"2021-03-26",108.56086206888,1016.06984545074,57.6729097532928,1645.64113195812,261.375921375921,149.903163501924,167.811595513851,42.3449811576927,669.191631184104,867.624962734771
"2021-03-27",113.05147451024,1166.9063621894,48.9321780100029,1721.9987978799,263.368669760563,121.600907457954,151.448605442041,44.9457643942726,661.923171568818,850.795396400956
"2021-03-28",106.576117751833,1088.65285333034,38.3636049045331,1733.35982620675,247.166649356191,111.40473192882,131.566555173334,42.2745141786981,573.960449260192,873.638197280008
"2021-03-29",111.056486539257,1026.10059456086,47.4510362051883,1981.12092796358,305.028937493857,138.316796397965,148.753907448799,50.7079729712157,525.788909473158,907.621656626774
"2021-03-30",104.284827726199,1152.65149072882,47.0698037418975,1947.31182795699,295.208661781053,147.957195824438,145.607654164572,51.9178598749572,559.268093892632,913.727955258829
"2021-03-31",103.156332116892,1188.32184568382,58.3540792017743,1941.25219758408,310.035624476111,160.423566292931,160.009922074011,58.3916820874704,557.819037801066,816.2165946073
"2021-04-01",101.183026158271,936.049496114184,64.234450335442,1944.81248596452,233.085256286279,154.647959095578,170.723534222058,61.6984527500348,578.211576846307,675.44675418158
"2021-04-02",84.8408438589561,1001.01140737241,65.1741536508135,1916.49950112902,233.570208605434,166.226548851294,176.711273307474,55.7038030299562,574.382126330859,733.136219792042
"2021-04-03",75.7179227632032,943.240714013448,27.2384400349353,1672.37046307885,200.294724990361,116.370086765207,107.935058410457,23.0710360987389,472.344203517159,713.484121828627
"2021-04-04",83.7817860144922,868.224701088127,38.8727114966696,1373.2956853823,199.756990512144,128.112425681024,101.216721504764,31.8044255101698,430.08070759292,716.928324907256
"2021-04-05",73.7383277631625,965.459942138413,54.5045781906162,1412.37585319001,193.059243391618,122.812586744254,91.6250463824699,39.3923918248705,370.086793592295,637.398039180519
"2021-04-06",58.0267903913089,1193.64120262262,46.924512970509,966.07656183293,173.970057596589,102.840913595227,75.4914692961889,40.6160396176189,278.234879390656,582.944954253535
"2021-04-07",42.3608146325508,1015.92611089687,37.5979907463581,921.87339010273,181.721089919905,94.4563882897214,60.8152474448102,29.3649998202999,291.742449496633,558.455644926197
"2021-04-08",42.9592420205381,739.594277687385,46.8205433863939,1022.61255868175,196.662481391652,114.185753153518,70.6076296809266,31.0036831339625,299.034021930843,430.678803748764
"2021-04-09",44.6917390148861,720.535909980026,10.7674026821043,996.896726643392,186.738907786658,79.653236660964,61.747377297743,25.0041981265098,261.452730401564,336.828628982822
"2021-04-10",55.8883780225939,674.395395877397,11.6570188709522,1078.75439807964,201.583010663787,96.3341835395393,69.2174859503535,49.3851707938969,299.730398989816,382.863756388829
"2021-04-11",69.2736152108761,798.683435807843,45.2516360309852,1318.35859745828,264.636787237971,133.010497472235,97.9237824339148,82.1403245339816,359.851669534534,386.632104980391
"2021-04-12",76.557268200926,689.066773159226,49.8593675104532,1272.34189344576,272.747366038875,137.897285318345,105.02993982651,84.3349738392868,358.576042759135,335.375486656302
"2021-04-13",70.1759177331323,680.798381914416,50.6430645427665,1303.63817758563,236.161829500428,122.576474924092,103.334896145564,81.1009682783987,350.173942712103,297.711902291476
"2021-04-14",61.046180825833,707.620088561768,55.5495910623704,1163.07453321556,223.184495467852,132.374784376972,99.8521874872838,83.9426553562673,368.891351692676,315.306767991371
"2021-04-15",71.9304288149275,755.905722824192,76.2430810489873,1201.61992120891,222.37401969818,106.440017603323,114.971995343763,98.6934809880886,389.732588503619,295.980975290863
"2021-04-16",70.1933487992792,636.784472542504,126.21096873303,1231.93054199219,190.969797183229,108.233892132992,97.1522016793849,115.306424040183,302.035216942266,176.685385013323
"2021-04-17",69.5491885627629,557.385024484441,110.189574695109,1094.15931804821,190.700051536066,74.267110917865,90.6151790658069,113.970490669867,264.581205311542,160.109641342624
"2021-04-18",53.4700237239506,751.081263017008,89.1954630891032,906.576429145979,156.85179296944,77.2801041628519,77.9347305071593,79.5001158408461,243.404643699452,130.310778805839
"2021-04-19",54.490067542669,769.771045941833,74.9515249571379,906.335732299932,147.074611355414,72.8785883343589,57.2783832541408,70.6453910390979,224.529646174726,122.920699105648
"2021-04-20",58.8652762833091,753.213065497755,88.4519888752984,888.978658095155,136.461517329793,78.2900699723351,68.5780718643717,74.0404598430188,237.2280856913,120.342511198225
"2021-04-21",74.8738591816726,987.197813368573,117.811754078691,1155.8698084184,162.774760096113,97.7628045350826,110.842815242991,98.8770032226675,289.007088769185,129.029507743333
"2021-04-22",56.8279922720362,1061.89779599663,93.4375316720805,1016.50904211132,127.748598891637,62.8951628928235,94.3802206232486,84.3634248967742,228.11569411031,88.9713964391081
"2021-04-23",59.330865122754,955.286474861534,94.400471345934,1023.79102281089,108.962278546002,41.5844504289961,92.0068423008211,75.2138235055324,234.362912021942,82.4804891985277
"2021-04-24",55.0072156349206,1020.87807350352,74.7716466396313,965.280163969015,93.1260859456668,26.0034639498185,58.9257568777158,58.9200204612316,211.221851413328,74.7245569612129
"2021-04-25",51.4047442510138,1180.21268217323,74.6667567537475,1061.02856449754,95.9775869821065,33.9866562283176,74.8741843373926,62.7081096380066,216.456616436842,76.2348950985738
"2021-04-26",65.8643025820795,986.55087897019,98.4537604283997,1134.30119926199,105.769735814182,52.5935617443063,86.7629454967221,83.5964864422662,258.482601950998,117.362335484836
"2021-04-27",80.8363835404427,1071.60229524463,134.865538278189,1879.35444000761,141.008702888505,74.6904811895789,112.4874379695,111.186173383373,317.44186789319,148.733794632124
"2021-04-28",63.8216193849261,1072.81895788462,124.445757600612,1887.8458294765,129.532385190148,56.7261867699415,106.10853494925,93.6557695255546,285.886764761115,136.057805366046
